Année;Mois;Jour;CPAM;Age;Sexe;Mode;Verbatim
2023;12;7;763;84;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;j'attends une réponse au courrier postale que je vousais fait parvenir le 27/11/2023 avec lespapiers nécessaires qui devraient vous aider à faire que je puisse être remboursé d ma consultation ophtalmo du  lundi 6 novembre 2023
2023;12;7;771;56;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai déjà écris !!!
2023;12;7;771;57;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;désolé, rien reçu pour la consultation du 27 juin 2023
2023;12;7;771;70;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;impossible de repondre au dernier mail du 6.12
2023;12;7;781;49;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pas professionnel du tout 
2023;12;7;781;48;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Toutes les réponses que j'ai, je suis capable de les trouver seule. Il n'y avait aucune mention de cet arrêt quand je l'ai consulté le 5/12/2023 à l'écriture de mon message.
2023;12;7;801;49;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Sur mes paiements aucun montant de ce type apparaît sur vos décompte . Merci de vérifier 
2023;12;7;811;42;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Toujours pas la réponse promise après deux mois de délai.
2023;12;7;831;58;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;bjr, il n'y a aucun message mail qui m'a été adressé à la date que vous donnez, le 28 aout dernier,  me demandant de joindre copie des bulletins de salaire pour justifier des ressources de novembre à janvier 2022.... pas reçu de déclaration ? 
2023;12;7;831;46;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"Toujours dans l'attente? Avec le service comptabilité. ""Etre invalide et faire valoir c'est droit entant handicapé  même un crie de détresse? Auprès de la Cpam un mot qui ne veut rien dire"" son compté mais problème de santé qui se sont aggravé! Merci"
2023;12;7;831;73;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Le service compétent ne m¿a toujours pas répondu et je n¿ai toujours pas reçu ma prise en charge pour le vaccin de la grippe.
2023;12;7;831;31;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne comprends pas la réponse.
2023;12;7;851;57;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Le problème n'est pas résolu.
2023;12;7;861;60;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Les déclarations de ressources pour les pensions d'invalidité n'apparaissent plus sur AMELI et nous ne les recevons pas par courrier. Plusieurs personnes concernées.
2023;12;7;881;57;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;votre petit robot n'a pas su me répondre d'où mon mail cordialement 
2023;12;7;901;56;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;La réponse est partielle. Je n'ai pas la confirmation que vous avez bien reçu les documents que je vous ai envoyés. 
2023;12;7;911;39;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;le mois de juin et juillet, je n'ai pas travailler donc comment les prendre en compte pour le calcul des indemnités?
2023;12;7;911;27;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On m¿a déjà donnée cette réponse en date du 24 novembre 2023. Ma demande n¿a donc pas évoluée depuis le 23 novembre 2023.
2023;12;7;911;53;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;a toutes fins utiles... Si cela peut vous permettre de répondre rapidement  :-(
2023;12;7;921;38;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Vous me soutenez ne pas avoir reçu mon arrêt de prolongation alors que l'accusé de réception le confirme. Merci donc de le prendre en compte et de procéder au plus vite au paiement des indemnités journalières pour cette période. 
2023;12;7;921;39;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J ai vérifié les feuilles de soins avant de les envoyer. L ALD était mis.
2023;12;7;921;56;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;une réponse certes, mais toujours pas de date pour le paiement de mes indemnités que j'attends depuis 2 mois !
2023;12;7;921;72;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je vous ai envoyé 3 messages au sujet de cette consultation (8/11,28/11 et 6/12 ) et seulement maintenant ,2 mois après la consultation vous me dites que vous ne trouvez pas la feuille !!!!
2023;12;7;921;45;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Aucune solution à part de passer par un courrier pour un changement de RIB
2023;12;7;921;24;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"La demande via ameli.fr à déjà été faite. Un message d'erreur ""Votre situation ne nous permet pas de vous délivrer une nouvelle carte vitale"" est apparu. J'ai déjà communiqué mon médecin traitant lors d'un précédent formulaire. Dr. Danielle Dobian."
2023;12;7;921;61;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On me dit de prendre un RDV tel en ligne, hors même en janvier il n'y a pas de RDV tel. 
2023;12;7;921;60;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Le mail de simoes lia marina ça prend 3 semaines, ça fait 3 mois que j'attends
2023;12;7;931;77;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je n'ai pas eu la reponse attendu
2023;12;7;931;77;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;réponse et non-remboursements incompréhensibles
2023;12;7;939;64;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;on fait quoi en entendant on ne soigne plus 
2023;12;7;939;62;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;A l'ère du numérique et où beaucoup d'administrations demandent de transmettre les documents par voie dématérialisée, il est anormal que l'on nous demande de transmettre nos justificatifs de demande de remboursement de soins par voie postale.
2023;12;7;941;33;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;la charade continue, cette fois ces pas moi est oublier des papier ces l'employeur ? ces drole car je me souvient avoir tous envoyer par courrier et vous avoir demander si vous aviez tous...mais bon hein..aller a dans un mois encore.
2023;12;7;941;59;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Après x mails, j'apprends que mon dossier n'a pas encore été traité sachant que ma pension ne m'a pas été versée depuis maintenant trois mois. Mon mari étant décédé, je n'ai plus que ce revenu pour vivre avec mes trois enfants à charge.
2023;12;7;941;41;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Faut recalculer mes indemnités journalières d¿arrêt maladie en prenant en compte les bulletins de paie d¿avant chômage que je viens de vous donner ici svp.
2023;12;7;951;62;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bonjour, malgré votre réponse à ma demande d'indemnisation en maladie,je n'ai toujours pas de nouvelles concernant le versement d'indemnités EN MALADIE. J'attends la décision du médecin conseil de la CPAM. Cordialement,merci.
2023;12;7;951;56;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je n'ai pas eu de réponse correcte de votre part et vous avez archivé mon message sans trouver de solution
2023;12;7;974;65;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Il est bien dommage que je dois transmettre une lettre par courrier à mes frais alors qu'une boite aux lettres est mise à disposition. 
2023;12;7;974;62;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Il va de soi que c'est subordonné a un arrêt maladie , si non je ne vous demanderais pas votre autorisation et vous ne me l'avez pas demandé précédemment . et a défaut le prix des billets aura plus que doublé. 
2023;12;8;11;34;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne sais pas à qui écrire, par mail quel adresse mail? Par courrier à quelle adresse? Sans cela je ne peux pas transmettre ma demande
2023;12;8;41;54;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Dossier parvenu à Digne Mai 2023 et arrivé à Vannes octobre 2023. 
2023;12;8;61;78;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;pas de réponse a ma question envoyée
2023;12;8;61;30;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;TOUJOURS AUCUNE REPONSE 
2023;12;8;81;45;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je suis salarié et je perçois la pension, mais je ne reçois aucun formulaire de déclaration de mes revenus.
2023;12;8;131;49;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Vous auriez pu m'envoyer ce document depuis longtemps vu que cela fait deux mois que vous avez reçu mes documents en recommandé avec accusé de réception. Je ne comprends pas pourquoi vos services prennent autant de temps pour traiter une demande !!!!
2023;12;8;151;61;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je suis toujours en attente de ma carte vitale
2023;12;8;191;53;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Le formulaire reçu concerne mon fils qui reste en France. J'aurais préféré avoir le formulaire qui me concerne.
2023;12;8;221;57;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;ce n'est pas normal de recevoir une réponse identique: copiée collée à la précédente  et DONC non contributive ! j'espère avoir plus d'infos d'ici 8/10 jours. je patiente, ne pouvant avoir de RDV téléphonique avant 26/12, donc pas réservé de créneau
2023;12;8;271;59;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J¿ai bien pris en compte Malakoff mederique 
2023;12;8;291;69;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;le remboursement dont vous me parlez concerne la consultation du 16/10/23 ... J'ai consulté amelibot avant vous et je n'ai pas eu de réponse... Merci de revérifier svp que ces deux consultations ont bien été enregistrées. Merci
2023;12;8;301;68;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;toujours pas recu ce courrier par la postee a cee jours 08/12/2023
2023;12;8;301;68;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;en reponse a votre message je vous demande de m envoyer mon atestation d ald par la poste car je n ai toujours pas recu ce document  j ai l impression de m adresser a un mur administratif et que vous manquer d un manque d humanite devant des personne
2023;12;8;301;63;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;??? le 5 novembre vous m'indiquez par message que la télétransmission à bien été réceptionnée le 1er Décembre !!! et aujourdhui elle a disparue !! surprenant...
2023;12;8;311;62;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;service et acces invraissemblable
2023;12;8;311;24;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Ça ne résout pas le problème. Je détiens l'ordonnance 
2023;12;8;311;60;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai déjà appelé la mutuelle ils me dirige vers vous, il est hors de question que l'on ne me rembourse pas les 64¤02 que j'ai réglé à la secrétaire du Dr Colombier 
2023;12;8;331;74;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je pensais qu'un détartrage était intégralement remboursé d'autant + qu'il me semble ne pas avoir abusé de la SS peut etre que l'AME ou CMU c'est mieux
2023;12;8;331;51;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"Lamentable ce qualificatif d'autorisation ""exceptionnelle"" pour qu'un medecin aille soigner sa mère..."
2023;12;8;331;39;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Cela ne résoudra pas mon problème. Chaque fois que je donnerai ma carte, ma fille ne pourra bénéficier de la mutuelle de son père. 
2023;12;8;342;39;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;5 MOIS !!!!!! vous vous rendez compte dans quel difficulté vous nous mettez 
2023;12;8;342;56;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;pour autant mon arrêt n'apparait toujours pas sur mon compte, et à 21 jours de mon arrêt je n'ai encore perçu aucun paiement. et ma prévoyance attend vos paiement pour me régler. Donc je suis sans un sous.
2023;12;8;342;35;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;la réponse du conseiller ne prends pas en compte ma question.
2023;12;8;342;45;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Vous avez toujours une bonne excuse pour ne pas rembourser à taux plein. 
2023;12;8;342;53;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je n'accepte pas la réponse. C'est dégueulasse. A quoi servent mes cotisations alors ????? C'est injuste je conteste ce calcul.
2023;12;8;381;33;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'avais RDV ce jour à 8h15 et je n'ai pas été contactée.
2023;12;8;381;62;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je suis très étonnée qu'on me répondre que je dois gérer cette question moi-même alors que je signale un remboursement indu. La meme réponse m'a été faite par téléphone.  Je ne vais pas me battre pour rembourser si cela n'intéresse personne 
2023;12;8;391;52;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;vous me demandez la restitution de ma carte vitale endommagée alors qu'elle ne fonctionne plus et que vous l'avez bloqué.
2023;12;8;401;40;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne souhaite pas parler à un robot , voilà pourquoi j¿ai souhaité envoyer un mail 
2023;12;8;422;65;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On ne fait que de payer, et la CPAAM devrait être gratuite sans mutuelle ou assurance santé quelconque. Je vote toujours pour cet état que je souhaite.
2023;12;8;441;56;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;C'est trop vague comme réponse. 
2023;12;8;491;19;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On m'a indiqué par téléphone que les bulletins de salaire et le contrat de travail étaient suffisants pour payer les indemnités journalières.
2023;12;8;542;48;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Nous n arrivons pas à créer un compte ameli. 
2023;12;8;542;68;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je vous ai fait parvenir une feuille papier du docteur Candeborde fin octobre pour régulariser son erreur afin que le TM de 10 euros me soit remboursé je n'ai toujours pas eu le remboursement merci  de rectifier et effectuer ce remboursement
2023;12;8;594;37;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Le médecin a envoyé la feuille de soins et me dit de revenir vers vous !!!que faire si vous vous renvoyez la balle!je suis seule avec deux enfants à charge
2023;12;8;595;44;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;j'ai demandé les notifications et non les décomptes 
2023;12;8;595;73;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Nous n'avons toujours pas reçu la rente de mon mari de 1684 ¤ que je perçois normalement à la fin de chaque mois.
2023;12;8;599;46;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bonjour pourquoi 4 semaines en général c¿est fait de suite j¿ai jamais eu de souci .j¿ai des factures à payer comme tout le monde et des enfants à nourrir . Je peux pas attendre 4 semaines
2023;12;8;599;44;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;La  réponse est incomplète car le montant et le délai de régularisation n'est pas indiquée
2023;12;8;599;44;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;La  réponse est incomplète car le montant et le délai de régularisation n'est pas indiquée
2023;12;8;601;55;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;On tourne en rond pourquoi revoir service médical alors que en bas de mon dernier mail j'ai joint la décision reçue à savoir que mon arrêt du 4/10/22 est bien en rapport avec mon ADL... 
2023;12;8;611;43;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Contacter le 3646, on ne fais que ça depuis plusieurs semaines et personne ne répond. Alors je fais quoi ? Ma fille ne peut vous contactez et vous vous cacher derrière des règles de confidentialité pour ne pas avoir à faire face à votre incompétence!
2023;12;8;611;44;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Il s'agit d'une feuille de soins envoyée et non d'un passage de la carte vitale.
2023;12;8;623;69;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Indignation par rapport à la situation.
2023;12;8;624;38;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Faut toujours envoyer des documents que vous avez déjà eu.
2023;12;8;624;37;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je n'ai pas le document n'apparait pas en pièce jointe
2023;12;8;631;55;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;mes indemnités sont bloqués cela m'apportes beaucoup de soucis 
2023;12;8;673;55;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pas de réponse 
2023;12;8;673;74;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Drôle de réponse depuis le 10 Octobre.........
2023;12;8;673;55;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pas de réponse 
2023;12;8;691;54;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;toujours pas de réponse à ce jour
2023;12;8;691;36;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je suis malade et je n'ai pas de réponse à ma demande de médecin.
2023;12;8;691;57;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je trouve ça scandaleux quand on sait que cela vient de la CPAM la baisse de remboursement et en plus je vais être remboursée qu'en 2024 bien lamentable
2023;12;8;691;69;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Justement sur mes relevés mensuelles il y a noté aucun paiement en février 2023 . Vous me dites d'interroger le robo mais je sais télécharger mes décomptes et il n'y a rien en février 2023 ? 
2023;12;8;691;62;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Sur mon compte Améli, mon compte est toujours à un nom erroné.
2023;12;8;711;59;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;NUL A CHIER
2023;12;8;741;64;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Depuis l¿envoi de votre réponse à mon problème (2mois) plus aucune nouvelle de votre part 
2023;12;8;751;63;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;réponse contradictoire avec réponse précédente !!!
2023;12;8;751;49;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"Cela ne fonctoionne toujours pas. Impossible de commander ma crate vitale en ligne (ni sur smartphone ni sur ordinateur, service toujours indiqué ""momentanément indisponible"" et je n'ai toujours pas reçu l'imprimé pou rfaire la commande par courrier."
2023;12;8;751;62;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Vous ne répondez pas au question, septembre, octobre, novembre pas de pension CRAMIF je suis dans la galère sans savoir la raison? 
2023;12;8;751;24;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;La réponse ne me convient pas car ce n'est pas possible de modifier le compte bancaire depuis mon espace sinon je n'aurai pas posé la question.
2023;12;8;751;66;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Les reponses sont très tard. J'ai reçu aujh un courrier qui est daté du 08/11, qui est en plus un non-sens. C'est scandaleux. 
2023;12;8;751;62;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Vous ne répondez pas à la question pour qu¿elle raison je ne reçois  plus la Ccramif, septembre, octobre et là décembre 3 moi sans rien avoir! Que ce soit  au téléphone ou avenue Flandre ce n¿est pas la même personne et le même discours. Une galère !
2023;12;8;751;74;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"Votre réponse ne tient pas compte du fait de ma naissance à l'étranger  le site servicepublic.fr visé me signale : ""si la personne est née à l'étranger, adressez-vous directement à l'organisme gérant les dts sociaux (CNAV, SS, mutuelle, etc.)"
2023;12;8;756;39;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Bonjour après vérification sur mes comptes n'ai eu aucun virement de 193.50euros c'est pour cela que je me suis permise d'envoyer cette réclamation.
2023;12;8;763;56;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Impossible de répondre à un mail reçu sans passer par le Bot.
2023;12;8;764;50;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Cela ne fonctionne tjrs pas
2023;12;8;764;61;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Envoyé en lettre suivie le 24 oct 2023 N°3X00831438102 et distribué le 26 oct, on m'a également répondu que mon dossier était en attente de traitement et j'ai un courrier de S LECLERC APPERRE du 30 nov qui confirme la réception du dossier
2023;12;8;771;77;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;JAMAIS RECU VOS DOCUMENTS
2023;12;8;771;34;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne peux pas répondre directement au message 
2023;12;8;771;63;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne suis pas d'accord avec votre réponse.  Je me suis renseignée auprès du Centre Municipal de Santé et il semblerait qu'il ne puisse pas faire la télétransmission de la déclaration du référent étant donné que les docteurs sont salariés de la ville
2023;12;8;781;36;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Ça fait deux fois que l¿on ne répond pas à toutes mes questions.. je vais être obliger d¿envoyer encore un mail pour les autres réponses. 
2023;12;8;781;64;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;la demande semblait urgente par téléphone et il faut utiliser la voie postale pour envoi des documents : pas très rapide et pas très moderne
2023;12;8;781;52;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pourquoi je n'ai pas été averti par vos services avant que je sois averti par le médecin
2023;12;8;781;62;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne comprends pas pourquoi ne peux t'on pas renvoyer la pièce jointe comme lors de l'envoi du dossier ?
2023;12;8;781;30;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Service inutile. Personnes incapables à me mettre en contact avec un service. 
2023;12;8;791;36;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;"Je ne peu accéder a l espace prévention ""vous attendez un enfant "" car cette case n existe absolument pas . Je n' ai que m't dents et santé de l enfant . Est ce normal ? Du coup vous me dite de me rendre sur cette espace mais il n existe pas . "
2023;12;8;811;72;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Communication directe par messagerie difficile a obtenir
2023;12;8;831;77;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne comprends pas pourquoi vous n¿avez pas reçu ma demande de remboursement de soins faits en Suisse. J¿ai tout envoyé à la caisse en septembre 2023. Aucune nouvelle non plus de mon déplacement à Nice pour mes visites chez l¿oncologue suite cancer 
2023;12;8;841;53;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Il est bien spécifié sur l'arrêt daté du 9 la date de l'accident de travail qui a eu lieu le 7 avec un péroné cassé il m'était difficile de me rendre chez mon médecin le jour même d'autre part je fais parvenir un nouvel arrêt et il n'apparait pas 
2023;12;8;841;64;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;le numéro au dos de ma carte vitale actuelle ne m'a pas été communiqué
2023;12;8;841;62;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne suis pas à la retraite, j'ai tous les docs provenant de vos services tout en AR!!!
2023;12;8;841;65;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;suite au courrier du 21/09 j' ai envoyé l'original de la prescription
2023;12;8;841;58;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;bonjour'on me demande pour mon renouvellement ass de telecharger ma feuille d'impot sauf que je n'y arrive pas que dois je faire svp....merci
2023;12;8;841;29;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'ai déjà reçu cette information
2023;12;8;851;64;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Après plusieurs relances on me réponds la même chose comme quoi ma réclamation va au service concerné mais en attendant je n'ai toujours pas le formulaire souhaité pour un départ le 23/12/2024 !! Merci de faire le nécessaire 
2023;12;8;881;58;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je n ai pas trouver la prise en charge que sois disant vous m avez envoyer...... cordialement mr lerat
2023;12;8;891;34;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Impossibilité de déposer les pièces en ligne.
2023;12;8;901;53;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Les document demandés par courrier le 22/08/2023 ont été envoyés par courrier le 17/11/2023.
2023;12;8;911;53;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Même pour une question de réglementation, vous n'arrivez pas à répondre en 48 heures. J'ai entendu parler de cette théorie selon laquelle il y aurait des services compétents à l'assurance maladie :-(
2023;12;8;911;62;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Malgré cette réponse , rien de prévu en versement pour ce mois ci,   semble t il à la vision de mon dossier invalidité sur le site. je ne sais plus quoi faire ....merci de votre aide
2023;12;8;911;61;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pas de nouvelle pourtant ce problème me parait important avec un risque d'usurpation d'identité volontaire ou involontaire..
2023;12;8;921;65;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je trouve la réponse qui m'a été fournie très incorrecte, mon document a été perdu, alors qu'une première fois on avait rejeté la demande à cause d'un tampon manquant. C'est bureaucratique et peu respectueux de l'usager.
2023;12;8;921;45;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;J'envoie le mail qui m'a été transmis par pole emploi vous
2023;12;8;921;65;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Nous avons tous les ans une consultation et à chaque fois vous perdrez la feuille de soins c est scandaleux 
2023;12;8;931;37;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;j'attends que le service compétent réponde
2023;12;8;931;51;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;la réponse ne répond pas à ma demande.
2023;12;8;931;48;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je n¿ai pas eu de réponse à mon message 
2023;12;8;931;51;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;je ne comprends pas pourquoi depuis 2021 mon fils ne peut pas avoir un numéro sécu.
2023;12;8;939;55;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Votre site web est HS rubrique soins et  prise en charge, merci de contacter votre DSI pour rétablir le service, CDT 
2023;12;8;939;55;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Votre site internet est HS rubrique sois et prise en charge, pouvez-vous contacter votre DSI pour réparer et fournir le service attendu merci 
2023;12;8;939;52;F;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Je ne peux pas répondre directement au message reçu. 
2023;12;8;939;65;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;réponse non satisfaisante
2023;12;8;939;69;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Pourquoi attendez-vous que je vous contacte pour me demander la facture acquittée plutôt que de me la demander dès réception du décompte sécu. ???
2023;12;8;939;56;M;MESS_RECUS_AUTRE_PRECISION_INSATISFAIT_KO6;Il faut donc envoyer un mail pour savoir ce qui ne va pas  sinon on peut attendre 10 ans ?
